Statement,Link,Date,Source,Label
"Says John Brennan ""was a member of the Communist Party during the Cold War.""",https://www.politifact.com/factchecks/2018/jul/19/ron-desantis/was-john-brennan-once-member-communist-party/,"July 19, 2018",Ron DeSantis,barely-true
"""Puerto Rico mayor facing fraud charges over $3M in federal disaster relief""",https://www.politifact.com/factchecks/2018/jul/19/blog-posting/misleading-article-implies-puerto-rico-hurricane-a/,"July 19, 2018",Bloggers,false
"""The Railroad Commission of Texas has nothing to do with railroads.""",https://www.politifact.com/factchecks/2018/jul/19/roman-mcallen/texas-railroad-commission-nothing-to-do-railroads-/,"July 19, 2018",Roman McAllen,true
"""The three wealthiest people"" own ""more wealth than the bottom half of the American people.""",https://www.politifact.com/factchecks/2018/jul/19/bernie-sanders/bernie-sanders-bill-gates-jeff-bezos-warren-buffet/,"July 19, 2018",Bernie Sanders,true
"""Clint Eastwood Leaves His Estate To The Trump 2020 Campaign""",https://www.politifact.com/factchecks/2018/jul/18/blog-posting/fake-news-clint-eastwood-soon-leave-millions-trump/,"July 18, 2018",Bloggers,pants-fire
"""Unemployment is low because everyone has two jobs. Unemployment is low because people are working 60, 70, 80 hours a week and can barely feed their family.""",https://www.politifact.com/factchecks/2018/jul/18/alexandria-ocasio-cortez/alexandria-ocasio-cortez-wrong-several-counts-abou/,"July 18, 2018",Alexandria Ocasio-Cortez,pants-fire
"Says Queen Elizabeth said, ""Muslim refugees are dividing nationality, I fully agree with Donald Trump we should deport them to avoid bloody terrorist attacks.""",https://www.politifact.com/factchecks/2018/jul/18/blog-posting/no-queen-elizabeth-did-not-side-donald-trump-immig/,"July 18, 2018",Bloggers,pants-fire
"""Woman set to testify against Clintons blown up in home explosion.""",https://www.politifact.com/factchecks/2018/jul/18/blog-posting/no-evidence-woman-who-died-home-explosion-was-test/,"July 18, 2018",Bloggers,pants-fire
"Says Adam Putnam ""backed a water bill that gutted water quality regulations.""",https://www.politifact.com/factchecks/2018/jul/18/democratic-governors-association/did-adam-putnam-endorse-bill-gutted-water-quality-/,"July 18, 2018",Democratic Governors Association,half-true
"Says Brett Kavanaugh ""refused to uphold key patient protections in the past.""",https://www.politifact.com/factchecks/2018/jul/18/demand-justice/pro-aca-group-court-pick-kavanaugh-refused-uphold-/,"July 18, 2018",Demand Justice,half-true
"Says Leah Vukmir ""wrote a letter seeking leniency for a fellow state legislator convicted of sexual assault.""",https://www.politifact.com/factchecks/2018/jul/18/club-growth/did-senate-candidate-leah-vukmir-seek-leniency-fel/,"July 18, 2018",Club for Growth,mostly-true
"""In 2016, when Hillary Clinton appeared to have a firm lead in the polls — oh, just before the election, it was President Obama who laughed off any notion that American elections could possibly be tampered with.""",https://www.politifact.com/factchecks/2018/jul/17/sean-hannity/sean-hannity-cites-misleading-obama-quote-coverage/,"July 17, 2018",Sean Hannity,barely-true
"""The Electoral College is much more advantageous for Democrats.""",https://www.politifact.com/factchecks/2018/jul/17/donald-trump/donald-trumps-questionable-claim-electoral-college/,"July 17, 2018",Donald Trump,false
"""An elderly British politician has been savagely beaten to a bloody pulp by a gang of anti-Trump protestors because he ‘welcomed’ the U.S. president to the United Kingdom.""",https://www.politifact.com/factchecks/2018/jul/17/blog-posting/no-evidence-political-motives-ambassador-attack/,"July 17, 2018",Bloggers,barely-true
"""The servers of the Pakistani gentleman that worked on the DNC"" are ""missing.""",https://www.politifact.com/factchecks/2018/jul/16/donald-trump/missing-servers-donald-trump-vladimir-putin/,"July 16, 2018",Donald Trump,false
"Says associates of financier Bill Browder ""sent a huge amount of money, over $400 million, as a contribution to the campaign of Hillary Clinton.""",https://www.politifact.com/factchecks/2018/jul/16/vladimir-putin/putins-pants-fire-claim-about-400-million-donation/,"July 16, 2018",Vladimir Putin,pants-fire
"""The Russian state has never interfered ... into internal American affairs including election process.""",https://www.politifact.com/factchecks/2018/jul/16/vladimir-putin/vladimir-putin-falsely-claims-russia-never-interfe/,"July 16, 2018",Vladimir Putin,pants-fire
"""Giant rats plague New York City as 4 homeless men found eaten alive""",https://www.politifact.com/factchecks/2018/jul/16/blog-posting/good-news-no-man-eating-rats-nyc/,"July 16, 2018",Bloggers,pants-fire
"Says Supreme Court nominee Brett Kavanaugh’s opinion that a president ""may decline to enforce a statute . . . when the president deems the statute unconstitutional"" is ""contrary to 200 years of Supreme Court precedent.""",https://www.politifact.com/factchecks/2018/jul/16/bernie-sanders/brett-kavanaugh-supreme-court-president-power/,"July 16, 2018",Bernie Sanders,barely-true
"""NASA will pay you $100,000 to stay in bed for 60 days!""",https://www.politifact.com/factchecks/2018/jul/16/blog-posting/dont-believe-nasa-will-pay-you-100000-stay-bed/,"July 16, 2018",Bloggers,false
"Gov. Bruce Rauner has ""created no jobs over the past three years.""",https://www.politifact.com/factchecks/2018/jul/16/juliana-stratton/was-rauners-first-term-dry-spell-jobs-no/,"July 16, 2018",Juliana Stratton,false
"""$1.8 billion Of Soros’ money just intercepted – he could officially go to prison for years""",https://www.politifact.com/factchecks/2018/jul/13/blog-posting/soros-not-headed-jail/,"July 13, 2018",Bloggers,pants-fire
"""In Houston, Texas, there are more brothels than there are Starbucks.""",https://www.politifact.com/factchecks/2018/jul/13/greg-abbott/greg-abbott-houston-home-more-brothels-starbucks-t/,"July 13, 2018",Greg Abbott,mostly-true
"Says Patrick Morrisey’s ""family’s firm was paid $500,000 to lobby AGAINST Trump’s last Supreme Court nominee, Neil Gorsuch.""",https://www.politifact.com/factchecks/2018/jul/13/west-virginia-democratic-party/did-patrick-morriseys-family-firm-lobby-against-go/,"July 13, 2018",West Virginia Democratic Party,half-true
"""In 1984, the New York Times said Trump would be our BEST president.""",https://www.politifact.com/factchecks/2018/jul/13/bling-news/fake-headline-says-new-york-times-said-trump-would/,"July 13, 2018",Bling News,pants-fire
"Says Mark Pocan’s proposal to eliminate the U.S. Immigration and Customs Enforcement (ICE) would ""eliminate border enforcement.""",https://www.politifact.com/factchecks/2018/jul/13/leah-vukmir/gop-us-senate-hopeful-leah-vukmirs-pants-fire-clai/,"July 13, 2018",Leah Vukmir,pants-fire
"Since 2014, ""each year, (NATO) nations have been increasing their contributions.""",https://www.politifact.com/factchecks/2018/jul/12/john-kerry/john-kerry-rebuts-trump-nato-spending-was-not-down/,"July 12, 2018",John Kerry,true
"""Bob Hall never successfully passed a bill.""",https://www.politifact.com/factchecks/2018/jul/12/kendall-scudder/kendall-scudder-says-bob-hall-hasnt-passed-bill-la/,"July 12, 2018",Kendall Scudder,false
"""The United States was paying for anywhere from 70 to 90 percent of (NATO), depending on the way you calculate.""",https://www.politifact.com/factchecks/2018/jul/12/donald-trump/donald-trump-misleads-us-defense-spending-nato-bud/,"July 12, 2018",Donald Trump,barely-true
"""Broward County Sheriff fired for lying about Parkland.""",https://www.politifact.com/factchecks/2018/jul/12/yournewswirecom/no-broward-sheriff-scott-israel-was-not-fired-gov-/,"July 12, 2018",YourNewsWire.com,pants-fire
"Say ""Pope says that the rights of Muslim migrants trump any safety concerns that you might have with them in your country.""",https://www.politifact.com/factchecks/2018/jul/12/blog-posting/blog-post-twists-popes-words-about-migrants-and-na/,"July 12, 2018",Bloggers,half-true
"European allies ""pay us $2.5 billion a year to keep our forces there. It would cost us more money to bring the troops home than to keep them in Europe.""",https://www.politifact.com/factchecks/2018/jul/12/nicholas-burns/do-european-allies-pay-us-25-billion-yearly-keep-t/,"July 12, 2018",Nicholas Burns,half-true
"""Shocking Video Emerges of Obama Mocking God and the Bible.""",https://www.politifact.com/factchecks/2018/jul/12/blog-posting/old-obama-video-misrepresents-his-views-christiani/,"July 12, 2018",Bloggers,false
"""If there is a firearm available, it is 17 times more likely to be used either for suicide or for assaulting a friend, relative, an acquaintance than it is to be used in fending off an intruder.""",https://www.politifact.com/factchecks/2018/jul/12/paul-soglin/gubernatorial-candidate-paul-soglins-claim-about-g/,"July 12, 2018",Paul Soglin,half-true
"""Many countries (in NATO) owe us a tremendous amount of money for many years back, where they’re delinquent, as far as I’m concerned, because the United States has had to pay for them.""",https://www.politifact.com/factchecks/2018/jul/11/donald-trump/trump-falsely-claims-nato-countries-owe-united-sta/,"July 11, 2018",Donald Trump,false
"Says Bernie Sanders was indifferent to Russia's annexation of Crimea because he felt ""they have a lot of Russians anyway.""",https://www.politifact.com/factchecks/2018/jul/11/danielle-pletka/was-bernie-sanders-fine-russian-annexation-crimea-/,"July 11, 2018",Danielle Pletka,false
"Says Brett Kavanaugh is ""pro-Obamacare.""",https://www.politifact.com/factchecks/2018/jul/11/andrew-napolitano/napolitano-court-pick-kavanaugh-pro-obamacare-he/,"July 11, 2018",Andrew Napolitano,barely-true
"On assault weapons, Supreme Court nominee Brett Kavanaugh’s position is ""way out of the judicial mainstream, far to the right of even late Justice Scalia.""",https://www.politifact.com/factchecks/2018/jul/11/chris-murphy/brett-kavanaugh-supreme-court-gun-control-second/,"July 11, 2018",Chris Murphy,barely-true
"""Foxconn will not face oversight from any federal, state, or local agency to guarantee it complies with our wetlands protection laws.""",https://www.politifact.com/factchecks/2018/jul/11/matt-flynn/wisconsin-gubernatorial-candidate-flynn-says-foxco/,"July 11, 2018",Matt Flynn,barely-true
"Immigrants ""can show up at any embassy or consulate abroad"" to make their asylum claims.",https://www.politifact.com/factchecks/2018/jul/10/raul-labrador/no-immigrants-cannot-apply-asylum-us-embassies-or-/,"July 10, 2018",Raul Labrador,false
"Says Brett Kavanaugh ""has said the president shouldn't be investigated.""",https://www.politifact.com/factchecks/2018/jul/10/charles-schumer/trumps-supreme-court-pick-said-presidents-shouldnt/,"July 10, 2018",Charles Schumer,half-true
"""US representatives promise implement of UN gun-control plans""",https://www.politifact.com/factchecks/2018/jul/10/blog-posting/conservative-website-wrong-purpose-effects-un-conf/,"July 10, 2018",Bloggers,barely-true
"""Facebook removes, censors Declaration of Independence as ‘hate speech’""",https://www.politifact.com/factchecks/2018/jul/10/blog-posting/did-facebook-remove-post-quoting-declaration-indep/,"July 10, 2018",Bloggers,half-true
"""Justice Kennedy quit because he and his son helped Trump launder illegal Russian money through Deutsche Bank.""",https://www.politifact.com/factchecks/2018/jul/10/blog-posting/did-justice-kennedy-quit-due-family-ties-trump-and/,"July 10, 2018",Bloggers,false
"Says ""Claire McCaskill voted for 100 percent of President Obama’s judicial nominees.""",https://www.politifact.com/factchecks/2018/jul/10/josh-hawley/did-claire-mccaskill-vote-100-obamas-judicial-nomi/,"July 10, 2018",Josh Hawley,mostly-true
"""Repealing the Affordable Care Act — and with it, Ohio’s Medicaid expansion — could cost Ohio more than 81,000 jobs, jeopardize nearly 1 million Ohioans’ health care coverage, and leave more than 220,000 Ohioans with mental illness or substance use disorders without insurance.""",https://www.politifact.com/factchecks/2018/jul/10/our-future-pac/ohio-governors-race-liberal-pac-exaggerates-impact/,"July 10, 2018",For Our Future PAC,half-true
"""83% of Trump tax breaks go to the wealthiest 1%.""",https://www.politifact.com/factchecks/2018/jul/10/tax-march/nevada-tv-ad-cherry-picks-tax-cut-benefits-top-1/,"July 10, 2018",Tax March,half-true
Indiana expanded Medicaid when Mike Pence was governor,https://www.politifact.com/factchecks/2018/jul/09/mandy-cohen/nc-democrat-right-about-mike-pence-expanding-medic/,"July 9, 2018",Mandy Cohen,mostly-true
"""I have watched ICE liberate towns from the grasp of MS-13.""",https://www.politifact.com/factchecks/2018/jul/09/donald-trump/did-ice-liberate-towns-donald-trump-claimed-have-w/,"July 9, 2018",Donald Trump,false
"""Chicago is experiencing right now the highest employment since 1950.""",https://www.politifact.com/factchecks/2018/jul/09/rahm-emanuel/emanuel-wrong-again-chicago-jobs/,"July 9, 2018",Rahm Emanuel,false
"Marijuana and THC ""have caused emergency room visits to skyrocket.""",https://www.politifact.com/factchecks/2018/jul/06/patrick-kennedy/has-marijuana-caused-emergency-room-visits-skyrock/,"July 6, 2018",Patrick Kennedy,half-true
"""ICE is required to fill 34,000 beds with detainees every single night and that number has only been increasing since 2009.""",https://www.politifact.com/factchecks/2018/jul/06/alexandria-ocasio-cortez/alexandria-ocasio-cortez-misrepresents-ices-detent/,"July 6, 2018",Alexandria Ocasio-Cortez,false
"""Obama secretly gave citizenship to 2,500 Iranians as part of nuke deal.""",https://www.politifact.com/factchecks/2018/jul/05/diamond-and-silk/no-evidence-obama-secretly-granted-citizenship-250/,"July 5, 2018",Diamond and Silk,false
"Says Maxine Waters told CNN, ""SCOTUS pick should be illegal immigrant.""",https://www.politifact.com/factchecks/2018/jul/05/viral-image/phony-image-alleged-maxine-waters-called-undocumen/,"July 5, 2018",Viral image,pants-fire
"""39% of All California Students are illegals.""",https://www.politifact.com/factchecks/2018/jul/05/viral-image/no-39-california-students-arent-undocumented/,"July 5, 2018",Viral image,false
"""More than 66% of ALL births in California are to illegals on Medi-Cal.""",https://www.politifact.com/factchecks/2018/jul/05/viral-image/viral-image-overstates-births-undocumented-mothers/,"July 5, 2018",Viral image,false
"""By law, Democrats gave the superintendent of public instruction, back in 2009, the ability to take over failing schools … The current superintendent has failed to do that.""",https://www.politifact.com/factchecks/2018/jul/05/scott-walker/gov-scott-walker-says-state-schools-chief-tony-eve/,"July 5, 2018",Scott Walker,false
"Says Sen. Bill Nelson ""voted for higher taxes"" 349 times.",https://www.politifact.com/factchecks/2018/jul/05/rick-scott/did-sen-bill-nelson-vote-higher-taxes-349-no/,"July 5, 2018",Rick Scott,false
"Sen. Kamala Harris is ""supporting the animals of MS-13.""",https://www.politifact.com/factchecks/2018/jul/03/donald-trump/pants-fire-white-house-claim-sen-harris-supporting/,"July 3, 2018",Donald Trump,pants-fire
"Says Ronald Reagan said immigrants ""brought with them courage and the values of family, work, and freedom. Let us pledge to each other that we can make America great again.""",https://www.politifact.com/factchecks/2018/jul/03/becoming-american-initiative/did-ronald-reagan-say-immigrants-made-america-grea/,"July 3, 2018",Becoming American Initiative,mostly-true
"Says Democratic Senators ""demand Supreme Court nominee not be unduly influenced by U.S. Constitution.""",https://www.politifact.com/factchecks/2018/jul/03/viral-image/viral-image-criticizing-democrats-featured-fabrica/,"July 3, 2018",Viral image,pants-fire
"""Tim Kaine doesn’t want a border at all. He wants to get rid of Immigration and Customs Enforcement and basically the border patrol as well.""",https://www.politifact.com/factchecks/2018/jul/03/corey-stewart/corey-stewart-falsely-claims-sen-tim-kaine-wants-d/,"July 3, 2018",Corey Stewart,pants-fire
"""There are a lot of private charters. And in fact, (Tony Evers) sought and received the largest charter school grant in the country from the Trump-DeVos administration to start new charter schools in Wisconsin.""",https://www.politifact.com/factchecks/2018/jul/03/kelda-helen-roys/did-wisconsins-schools-chief-receive-largest-chart/,"July 3, 2018",Kelda Helen Roys,half-true
"""George H.W. Bush has died at 94.""",https://www.politifact.com/factchecks/2018/jul/02/blog-posting/hoax-website-says-george-h-w-bush-died-he-didnt/,"July 2, 2018",Bloggers,pants-fire
"""The deficit ... is coming down, and it’s coming down rapidly.""",https://www.politifact.com/factchecks/2018/jul/02/larry-kudlow/larry-kudlow-wrong-about-deficits-falling-rapidly-/,"July 2, 2018",Larry Kudlow,pants-fire
"""Watch those GDP numbers. We started off at a very low number, and right now we hit a 3.2 (percent). Nobody thought that was possible.""",https://www.politifact.com/factchecks/2018/jul/02/donald-trump/donald-trump-base-describing-gdp-growth-his-watch/,"July 2, 2018",Donald Trump,false
"""The European Union … they send us Mercedes, they send us -- by the millions -- the BMWs -- cars by the millions.""",https://www.politifact.com/factchecks/2018/jul/02/donald-trump/donald-trump-wrong-mercedes-bmw-import-cars-us-mil/,"July 2, 2018",Donald Trump,false
"""Clinton campaign official arrested by FBI on child rape/trafficking charges""",https://www.politifact.com/factchecks/2018/jul/02/blog-posting/websites-wrongly-claim-man-arrested-child-sex-char/,"July 2, 2018",Bloggers,false
"""Our courts find that 80 percent of those who do file for asylum aren’t qualified for it, do not merit that relief.""",https://www.politifact.com/factchecks/2018/jul/02/jeff-sessions/jeff-sesssions-false-claim-80-percent-asylum-appli/,"July 2, 2018",Jeff Sessions,false
"Says a progressive income tax proposal from Democratic governor candidate J.B. Pritzker ""is wholly regressive.""",https://www.politifact.com/factchecks/2018/jul/02/evelyn-sanguinetti/illinois-lite-guv-calls-progressive-tax-idea-regre/,"July 2, 2018",Evelyn Sanguinetti,false
"Says Wisconsin ""hadn’t been won by a Republican since Dwight D. Eisenhower, in 1952. And I won Wisconsin. …  Ronald Reagan, remember, Wisconsin was the state that Ronald Reagan did not win.""",https://www.politifact.com/factchecks/2018/jun/29/donald-trump/president-trump-makes-some-interesting-claims-abou/,"June 29, 2018",Donald Trump,pants-fire
"""Maxine Waters Is Getting Criminally Charged!""",https://www.politifact.com/factchecks/2018/jun/29/blog-posting/loomer-maxine-waters-not-facing-criminal-charges/,"June 29, 2018",Bloggers,false
"Says Ron DeSantis ""voted in an agricultural bill to give food stamps to illegal immigrants.""",https://www.politifact.com/factchecks/2018/jun/29/adam-putnam/putnam-parrots-previous-absurd-claim-food-stamps-i/,"June 29, 2018",Adam Putnam,pants-fire
"Says Adam Putnam ""endorsed the Schumer-Obama Gang of Eight immigration amnesty.""",https://www.politifact.com/factchecks/2018/jun/29/ron-desantis/did-adam-putnam-endorse-gang-eight-immigration-amn/,"June 29, 2018",Ron DeSantis,mostly-true
"""Every day over 450,000 Americans sit in jail not because they've been convicted of anything, but because they are too poor to pay bail & don't have high powered attorneys.""",https://www.politifact.com/factchecks/2018/jun/29/ted-lieu/do-more-450000-americans-sit-jail-because-they-are/,"June 29, 2018",Ted Lieu,half-true
"""There isn't a system"" for reuniting families separated under Trump’s zero tolerance border policy.",https://www.politifact.com/factchecks/2018/jun/29/rachel-maddow/rachel-maddow-right-there-was-no-plan-reuniting-fa/,"June 29, 2018",Rachel Maddow,true
"Says Sherrod Brown in 1978 ""voted for stricter removal standards (for voter registration) and then enforced them as Secretary of State.""",https://www.politifact.com/factchecks/2018/jun/29/ohio-republican-party/ohio-gop-miscasts-sherrod-browns-longstanding-poli/,"June 29, 2018",Ohio Republican Party,half-true
"Say ""Dunkin' Donuts is providing a free Ḍozen Doughnut Box to everyone! to celebrate 68th Anniversary!""",https://www.politifact.com/factchecks/2018/jun/29/blog-posting/free-dunkin-donuts-online-offer-scam/,"June 29, 2018",Bloggers,pants-fire
"Says he ""actually wrote the bipartisan law that makes it illegal to drill off Florida’s coast.""",https://www.politifact.com/factchecks/2018/jun/29/bill-nelson/did-bill-nelson-write-bipartisan-law-makes-it-ille/,"June 29, 2018",Bill Nelson,mostly-true
"The Iran deal ""handed billions of dollars of cash on cargo planes, sent it to a state sponsor of terror, and Tammy Baldwin was one of the first U.S. senators to get on board and support that.""",https://www.politifact.com/factchecks/2018/jun/29/kevin-nicholson/tammy-baldwin-opponent-errs-claiming-billions-doll/,"June 29, 2018",Kevin Nicholson,barely-true
"""Twitter caught leaking Donald Trump’s private messages in undercover sting.""",https://www.politifact.com/factchecks/2018/jun/28/blog-posting/website-falsely-claimed-twitter-caught-leaking-pri/,"June 28, 2018",Bloggers,false
"""A Trump fan was just charged with trying to murder Maxine Waters on same day Trump threatened her.""",https://www.politifact.com/factchecks/2018/jun/28/blog-posting/no-trump-supporter-did-not-try-murder-rep-maxine-w/,"June 28, 2018",Bloggers,false
"Says proposal to use city-owned land for an Austin pro soccer stadium is a ""$1 billion giveaway.""",https://www.politifact.com/factchecks/2018/jun/27/austin-better-future/claim-austin-soccer-plan-1-billion-givewaway-targe/,"June 27, 2018",Austin for a Better Future,pants-fire
"""Red Hen owner just issued sick threat to Sarah Sanders""",https://www.politifact.com/factchecks/2018/jun/27/houston-post/no-red-hen-owner-didnt-threaten-sarah-huckabee-san/,"June 27, 2018",The Houston Post,false
"Kurt Russell said that celebrities shouldn't ""get political"" when it comes to Donald Trump.",https://www.politifact.com/factchecks/2018/jun/27/twentyeightmay/story-takes-actor-kurt-russells-comments-about-pol/,"June 27, 2018",Twentyeightmay,barely-true
"Says Hillary Clinton once ""supported a border wall until she ran for president in 2016.""",https://www.politifact.com/factchecks/2018/jun/27/cal-thomas/did-hillary-clinton-support-border-wall-mexico/,"June 27, 2018",Cal Thomas,half-true
"""We’ve already started (the border wall). We started it in San Diego.""",https://www.politifact.com/factchecks/2018/jun/26/donald-trump/has-construction-already-started-trumps-border-wal/,"June 26, 2018",Donald Trump,barely-true
"""Pat Morrisey joined a federal lawsuit to allow insurance companies to deny coverage for people with pre-existing conditions.""",https://www.politifact.com/factchecks/2018/jun/26/joe-manchin/did-patrick-morrisey-join-lawsuit-allow-insurers-d/,"June 26, 2018",Joe Manchin,mostly-true
"""Most (immigrants) do show up in court.""",https://www.politifact.com/factchecks/2018/jun/26/wolf-blitzer/majority-undocumented-immigrants-show-court-data-s/,"June 26, 2018",Wolf Blitzer,mostly-true
"Florida taxpayers ""pay tens of millions of dollars a year to feed and house in our prison system criminal illegal aliens.""",https://www.politifact.com/factchecks/2018/jun/26/adam-putnam/do-florida-taxpayers-pay-tens-millions-dollars-yea/,"June 26, 2018",Adam Putnam,barely-true
"""Burka clad woman runs over baby, gets away with crime for one stunning reason ...""",https://www.politifact.com/factchecks/2018/jun/26/blog-posting/blog-site-wrongly-claims-muslim-woman-escaped-puni/,"June 26, 2018",Bloggers,false
"""NASA announced that it communicated with four races of aliens.""",https://www.politifact.com/factchecks/2018/jun/25/blog-posting/no-nasa-has-not-communicated-aliens/,"June 25, 2018",Bloggers,pants-fire
"""Mexico’s Next President Calls for An Invasion Of The US""",https://www.politifact.com/factchecks/2018/jun/25/blog-posting/mexico-presidential-candidate-call-immigration/,"June 25, 2018",Bloggers,pants-fire
"""Migrant mother and ‘crying girl’ on Time cover never separated.""",https://www.politifact.com/factchecks/2018/jun/25/gateway-pundit/immigrant-girl-time-cover-wasnt-separated-mother/,"June 25, 2018",The Gateway Pundit,true
"Says Republican gubernatorial candidate Adam Laxalt ""tried to cut a deal with big pharma"" in a lawsuit.",https://www.politifact.com/factchecks/2018/jun/25/afscme/ad-falsely-accuses-nevadas-gop-governor-candidate-/,"June 25, 2018",AFSCME,false
"""Obama administration kept illegal Mexican kids in detention camps as ‘experiment’""",https://www.politifact.com/factchecks/2018/jun/25/blog-posting/did-obama-detain-illegal-mexican-children-experime/,"June 25, 2018",Bloggers,barely-true
"""Fact: Over 90,000 kids were detained under Obama. And no one cared.""",https://www.politifact.com/factchecks/2018/jun/25/brad-parscale/tyes-immigrant-children-detained-under-obama-they-/,"June 25, 2018",Brad Parscale,barely-true
"""$1 billion—that’s how much Bruce Rauner has wasted with his budget crisis.""",https://www.politifact.com/factchecks/2018/jun/25/jb-pritzker/did-rauner-really-pour-1-billion-down-drain/,"June 25, 2018",JB Pritzker,barely-true
"Says Donald Trump's executive order ""doesn't address the over 2,000 children who are already separated from their parents, and it doesn't change the fact that we would be jailing children with their families.""",https://www.politifact.com/factchecks/2018/jun/22/tammy-baldwin/trumps-executive-order-doesnt-address-2000-separat/,"June 22, 2018",Tammy Baldwin,mostly-true
"A Chinese proverb says, ""Those who say it can not be done, should not interrupt those doing it.""",https://www.politifact.com/factchecks/2018/jun/22/ivanka-trump/no-evidence-link-ivanka-trump-quote-chinese-prover/,"June 22, 2018",Ivanka Trump,false
"""Since taking office, we have enacted more than $8 billion in cumulative tax relief.""",https://www.politifact.com/factchecks/2018/jun/22/scott-walker/scott-walkers-big-re-election-tax-cut-tout-8-billi/,"June 22, 2018",Scott Walker,true
"""Bill Clinton passed a law in 1996 that separated children from adults illegally entering America.""",https://www.politifact.com/factchecks/2018/jun/21/blog-posting/no-bill-clinton-law-separating-families/,"June 21, 2018",Bloggers,false
"""Busted: Obama is holding secret meetings to overtake the White House""",https://www.politifact.com/factchecks/2018/jun/21/blog-posting/-website-falsely-claims-obama-was-bust/,"June 21, 2018",Bloggers,barely-true
"""There's been a 1,700 percent increase in asylum claims over the last 10 years.""",https://www.politifact.com/factchecks/2018/jun/21/donald-trump/1700-percent-increase-asylum-claims/,"June 21, 2018",Donald Trump,mostly-true
"""You can’t (end the separation of families at the border) through an executive order.""",https://www.politifact.com/factchecks/2018/jun/21/donald-trump/trump-changes-course-stops-family-separation-borde/,"June 21, 2018",Donald Trump,full-flop
"""Under Emanuel, CPS has become the most understaffed school district in Illinois.""",https://www.politifact.com/factchecks/2018/jun/21/troy-laraviere/cps-most-understaffed-district-illinois/,"June 21, 2018",Troy LaRaviere,true
Says May 2018 marked the 401st straight month of global temperatures exceeding the 20th century average.,https://www.politifact.com/factchecks/2018/jun/20/jim-spencer/jim-spencer-may-2018-marked-401st-month-global-tem/,"June 20, 2018",Jim Spencer,mostly-true
"States with voter ID laws have seen ""zero decrease"" in participation. ""Most have seen an increase.""",https://www.politifact.com/factchecks/2018/jun/20/tim-moore/states-voter-id-laws-have-seen-zero-decrease-turno/,"June 20, 2018",Tim Moore,barely-true
On separating families at the border.,https://www.politifact.com/factchecks/2018/jun/20/leah-vukmir/has-trump-backer-and-senate-candidate-leah-vukmir-/,"June 20, 2018",Leah Vukmir,half-flip
"""I have always condemned … any of these white supremacists or bigots or anything like that.""",https://www.politifact.com/factchecks/2018/jun/20/corey-stewart/corey-stewarts-history-far-right-explained/,"June 20, 2018",Corey Stewart,barely-true
"Says Sen. Tim Kaine ""approves of and even applauds his son's participation in a known terrorist organization, #Antifa.""",https://www.politifact.com/factchecks/2018/jun/20/corey-stewart/corey-stewarts-comments-sen-tim-kaine-and-antifa/,"June 20, 2018",Corey Stewart,barely-true
"Says the ""Pope calls for world wide gun confiscation except for the UN""",https://www.politifact.com/factchecks/2018/jun/20/common-sense-news/fake-news-says-pope-called-world-wide-gun-confisca/,"June 20, 2018",Common Sense News,pants-fire
"Wisconsin is ""49th in the country in internet speed.""",https://www.politifact.com/factchecks/2018/jun/20/mike-mccabe/wisconsin-gubernatorial-candidate-mike-mccabe-says/,"June 20, 2018",Mike McCabe,half-true
Says Kevin Cramer wants to cut Social Security and Medicare to pay for tax cuts.,https://www.politifact.com/factchecks/2018/jun/19/senate-majority-pac/fact-checking-democratic-attack-kevin-cramers-stat/,"June 19, 2018",Senate Majority PAC,half-true
"The Trump administration’s policy of separating families is ""the same way Barack Obama did it.""",https://www.politifact.com/factchecks/2018/jun/19/matt-schlapp/no-donald-trumps-separation-immigrant-families-was/,"June 19, 2018",Matt Schlapp,false
"""There’s actually a court order that prevents keeping the kids with the parents when you put the parents in jail.""",https://www.politifact.com/factchecks/2018/jun/18/ted-cruz/ted-cruz-says-child-parent-separations-border-tied/,"June 18, 2018",Ted Cruz,barely-true
"""Crime in Germany is way up.""",https://www.politifact.com/factchecks/2018/jun/18/donald-trump/donald-trump-wrong-about-crime-germany/,"June 18, 2018",Donald Trump,false
"""Senate report admits Clinton ‘gifted’ children to human traffickers""",https://www.politifact.com/factchecks/2018/jun/18/yournewswirecom/false-headline-wrongly-links-hillary-clinton-forme/,"June 18, 2018",YourNewsWire.com,false
"""The science is clear, under President Trump greenhouse gas emissions are down.""",https://www.politifact.com/factchecks/2018/jun/18/environmental-protection-agency/are-greenhouse-emissions-down-under-donald-trump-e/,"June 18, 2018",Environmental Protection Agency,half-true
"""Trump approval rating better than Obama and Reagan at same point in their presidencies.""",https://www.politifact.com/factchecks/2018/jun/18/gateway-pundit/headline-says-trump-tied-obama-same-point-presiden/,"June 18, 2018",The Gateway Pundit,mostly-true
"Says ""massive floods"" led to Legionnaires’ disease outbreaks at the Quincy Veterans’ Home.",https://www.politifact.com/factchecks/2018/jun/18/bruce-rauner/rauners-legionnaires-claim-misses-mark-and-point/,"June 18, 2018",Bruce Rauner,false
Say a boy was 'caged' in a wire enclosure.,https://www.politifact.com/factchecks/2018/jun/15/tweets/tweeted-photo-inaccurately-indicates-boy-caged-fed/,"June 15, 2018",Tweets,false
